# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.app.storage.content.reader.load.component.ms,1788586795540000000,1788586855668000000,5
workspaceModel.sync.entities.ms,1788586795540000000,1788586855668000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1788586795540000000,1788586855668000000,8
workspaceModel.moduleBridgeLoader.loading.modules.ms,1788586795540000000,1788586855668000000,724
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1788586795540000000,1788586855668000000,0
jps.load.project.to.empty.storage.ms,1788586795540000000,1788586855668000000,2677
jps.facet.change.listener.process.change.events.ms,1788586795540000000,1788586855668000000,5
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1788586795540000000,1788586855668000000,160
workspaceModel.mutableEntityStorage.entities.by.source.ms,1788586795540000000,1788586855668000000,11
workspaceModel.moduleManagerBridge.create.module.instance.ms,1788586795540000000,1788586855668000000,0
jps.global.get.library.ms,1788586795540000000,1788586855668000000,0
jps.artifact.entities.serializer.load.entities.ms,1788586795540000000,1788586855668000000,1
jps.load.initial.state.ms,1788586795540000000,1788586855668000000,87
jps.module.iml.entities.serializer.load.entities.ms,1788586795540000000,1788586855668000000,123
jps.apply.loaded.storage.ms,1788586795540000000,1788586855668000000,135
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1788586795540000000,1788586855668000000,0
jps.global.get.libraries.ms,1788586795540000000,1788586855668000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1788586795540000000,1788586855668000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1788586795540000000,1788586855668000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1788586795540000000,1788586855668000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1788586795540000000,1788586855668000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1788586795540000000,1788586855668000000,15
jps.save.global.entities.ms,1788586795540000000,1788586855668000000,80
jps.global.initialize.library.bridges.after.loading.ms,1788586795540000000,1788586855668000000,5
workspaceModel.global.updates.ms,1788586795540000000,1788586855668000000,7
workspaceModel.global.apply.state.to.project.builder.ms,1788586795540000000,1788586855668000000,97
workspaceModel.mutableEntityStorage.hasReferrers.ms,1788586795540000000,1788586855668000000,0
jps.project.serializers.save.ms,1788586795540000000,1788586855668000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1788586795540000000,1788586855668000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1788586795540000000,1788586855668000000,281
workspaceModel.mutableEntityStorage.entities.ms,1788586795540000000,1788586855668000000,0
workspaceModel.moduleBridge.before.changed.ms,1788586795540000000,1788586855668000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1788586795540000000,1788586855668000000,38
jps.project.serializers.load.ms,1788586795540000000,1788586855668000000,1224
jps.global.handle.changed.events.ms,1788586795540000000,1788586855668000000,0
workspaceModel.moduleBridge.update.option.ms,1788586795540000000,1788586855668000000,0
jps.artifact.entities.serializer.save.entities.ms,1788586795540000000,1788586855668000000,0
jps.reload.project.entities.ms,1788586795540000000,1788586855668000000,0
jps.global.handle.before.change.events.ms,1788586795540000000,1788586855668000000,0
workspaceModel.save.cache.to.file.ms,1788586795540000000,1788586855668000000,188
workspaceModel.mutableEntityStorage.collect.changes.ms,1788586795540000000,1788586855668000000,5
workspaceModel.delayed.project.synchronizer.sync.ms,1788586795540000000,1788586855668000000,2830
workspaceModel.cachedValue.clear.count,1788586795540000000,1788586855668000000,0
workspaceModel.cachedValue.total.get.count,1788586795540000000,1788586855668000000,3902
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1788586795540000000,1788586855668000000,283
workspaceModel.loading.from.cache.ms,1788586795540000000,1788586855668000000,506
workspaceModel.cachedValueWithParameters.total.get.count,1788586795540000000,1788586855668000000,4
workspaceModel.entityStorageSnapshotImpl.instances.count,1788586795540000000,1788586855668000000,25
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1788586795540000000,1788586855668000000,129
workspaceModel.updates.precise.ms,1788586795540000000,1788586855668000000,31
workspaceModel.workspaceFileIndexData.markDirty.ms,1788586795540000000,1788586855668000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1788586795540000000,1788586855668000000,1
workspaceModel.cachedValue.from.cache.count,1788586795540000000,1788586855668000000,3531
workspaceModel.workspaceFileIndexData.instances.count,1788586795540000000,1788586855668000000,1
workspaceModel.updates.ms,1788586795540000000,1788586855668000000,174
workspaceModel.collect.changes.ms,1788586795540000000,1788586855668000000,0
workspaceModel.cachedValue.calculated.count,1788586795540000000,1788586855668000000,371
workspaceModel.init.bridges.ms,1788586795540000000,1788586855668000000,55
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1788586795540000000,1788586855668000000,1372
workspaceModel.workspaceFileIndexData.processFileSets.ms,1788586795540000000,1788586855668000000,0
workspaceModel.non.incremental.contributors.total.update.time.ms,1788586795540000000,1788586855668000000,114
workspaceModel.update.unloaded.entities.ms,1788586795540000000,1788586855668000000,0
workspaceModel.check.recursive.update.ms,1788586795540000000,1788586855668000000,0
workspaceModel.workspaceFileIndexData.init.ms,1788586795540000000,1788586855668000000,147
workspaceModel.cachedValueWithParameters.calculated.count,1788586795540000000,1788586855668000000,2
workspaceModel.updates.count,1788586795540000000,1788586855668000000,5
workspaceModel.non.incremental.contributors.exclude.roots.computation.time.ms,1788586795540000000,1788586855668000000,8
workspaceModel.non.incremental.contributors.file.sets.computation.time.ms,1788586795540000000,1788586855668000000,106
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1788586795540000000,1788586855668000000,22
workspaceModel.full.replace.project.model.ms,1788586795540000000,1788586855668000000,22
workspaceModel.workspaceFileIndexData.getPackageName.ms,1788586795540000000,1788586855668000000,17
workspaceModel.to.snapshot.ms,1788586795540000000,1788586855668000000,1
workspaceModel.replace.project.model.ms,1788586795540000000,1788586855668000000,0
workspaceModel.pre.handlers.ms,1788586795540000000,1788586855668000000,2
workspaceModel.cachedValueWithParameters.clear.count,1788586795540000000,1788586855668000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1788586795540000000,1788586855668000000,2
workspaceModel.initializing.ms,1788586795540000000,1788586855668000000,55
workspaceModel.on.changed.ms,1788586795540000000,1788586855668000000,33
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1788586795540000000,1788586855668000000,0
workspaceModel.loading.total.ms,1788586795540000000,1788586855668000000,513
workspaceModel.on.before.changed.ms,1788586795540000000,1788586855668000000,64
parser.JAVA.size.bytes,1788586795540000000,1788586855668000000,248
DiskQueryRelay.tasksRequested,1788586795540000000,1788586855668000000,1192
lexer.JAVA.size.bytes,1788586795540000000,1788586855668000000,248
writeAction.count,1788586795540000000,1788586855668000000,9
writeAction.wait.ms,1788586795540000000,1788586855668000000,203
DiskQueryRelay.tasksExecuted,1788586795540000000,1788586855668000000,1192
lexer.JAVA.time.ns,1788586795540000000,1788586855668000000,255500
parser.XML.size.bytes,1788586795540000000,1788586855668000000,2234468
lexer.XML.size.bytes,1788586795540000000,1788586855668000000,2364399
lexer.XML.time.ns,1788586795540000000,1788586855668000000,312115541
DiskQueryRelay.taskWaitingTotalTimeUs,1788586795540000000,1788586855668000000,509870
LowMemory.gcOverloaded,1788586795540000000,1788586855668000000,0
writeAction.median.wait.ms,1788586795540000000,1788586855668000000,0
writeAction.max.wait.ms,1788586795540000000,1788586855668000000,96
DiskQueryRelay.taskExecutionTotalTimeUs,1788586795540000000,1788586855668000000,346580
parser.JAVA.time.ns,1788586795540000000,1788586855668000000,21906667
parser.XML.time.ns,1788586795540000000,1788586855668000000,1047
LowMemory.gcLoad,1788586795540000000,1788586855668000000,0.0032881786334041825
FileNameCache.totalMisses,1788586795540000000,1788586855668000000,104320
VFS.contentStorage.recordsDeduplicated,1788586795540000000,1788586855668000000,0
VFS.rootsCount,1788586795540000000,1788586855668000000,255.0
VFS.contentStorage.recordsDecompressionTimeUs,1788586795540000000,1788586855668000000,38059
VFS.fileChildByName,1788586795540000000,1788586855668000000,36574
VFS.fileByIdCache.misses,1788586795540000000,1788586855668000000,1046
VFS.contentStorage.recordsStored,1788586795540000000,1788586855668000000,0
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1788586795540000000,1788586855668000000,0
VFS.contentStorage.recordsStoredSize,1788586795540000000,1788586855668000000,0
VFS.ContentWriter.totalFlushes,1788586795540000000,1788586855668000000,0
VFS.cache.segmentsCreated,1788586795540000000,1788586855668000000,247
VFS.cache.segments,1788586795540000000,1788586855668000000,247
VFS.contentStorage.recordsStoredCompressed,1788586795540000000,1788586855668000000,0
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1788586795540000000,1788586855668000000,0
VFS.folderCaseSensitivityReads,1788586795540000000,1788586855668000000,0
VFS.contentStorage.recordsRead,1788586795540000000,1788586855668000000,236
VFS.invertedFileNameIndex.requests,1788586795540000000,1788586855668000000,5
VFS.ContentWriter.totalTasksExecutedSync,1788586795540000000,1788586855668000000,0
VFS.contentStorage.recordsUncompressedSize,1788586795540000000,1788586855668000000,0
VFS.cache.directoriesCreated,1788586795540000000,1788586855668000000,9196
VFS.fileByIdCache.hits,1788586795540000000,1788586855668000000,0
VFS.contentStorage.recordsReadSize,1788586795540000000,1788586855668000000,2388510
VFS.cache.filesCreated,1788586795540000000,1788586855668000000,8735
FileNameCache.queries,1788586795540000000,1788586855668000000,1642624
VFS.contentStorage.recordsReadDecompressed,1788586795540000000,1788586855668000000,90
VFS.ContentWriter.totalTasksExecutedAsync,1788586795540000000,1788586855668000000,0
FlushQueue.waitingTimeMaxNs,1788586795540000000,1788586855668000000,0
ReadAction.executionsCount,1788586795540000000,1788586855668000000,121282
AWTEventQueue.dispatchTimeMaxNs,1788586795540000000,1788586855668000000,0
FlushQueue.queueSizeAvg,1788586795540000000,1788586855668000000,0.0
FlushQueue.tasksExecuted,1788586795540000000,1788586855668000000,0
FlushQueue.waitingTime90PNs,1788586795540000000,1788586855668000000,0
FlushQueue.executionTime90PNs,1788586795540000000,1788586855668000000,0
NonBlockingReadAction.failedExecutionTimeUs,1788586795540000000,1788586855668000000,2520132
NonBlockingReadAction.finalizedExecutionTimeUs,1788586795540000000,1788586855668000000,1570000
AWTEventQueue.dispatchTimeAvgNs,1788586795540000000,1788586855668000000,0.0
AWTEventQueue.eventsDispatched,1788586795540000000,1788586855668000000,0
AWTEventQueue.dispatchTimeTotalNS,1788586795540000000,1788586855668000000,8501190919
NonBlockingReadAction.finalizedExecutionsCount,1788586795540000000,1788586855668000000,294
NonBlockingReadAction.failedExecutionsCount,1788586795540000000,1788586855668000000,4
FlushQueue.queueSize90P,1788586795540000000,1788586855668000000,0
AWTEventQueue.dispatchTime90PNs,1788586795540000000,1788586855668000000,0
FlushQueue.queueSizeMax,1788586795540000000,1788586855668000000,0
FlushQueue.waitingTimeAvgNs,1788586795540000000,1788586855668000000,0.0
FlushQueue.executionTimeMaxNs,1788586795540000000,1788586855668000000,0
WriteAction.executionsCount,1788586795540000000,1788586855668000000,9
FlushQueue.executionTimeAvgNs,1788586795540000000,1788586855668000000,0.0
MappedFileStorage.storages,1788586795540000000,1788586855668000000,17
FilePageCache.maxCacheSizeInBytes,1788586795540000000,1788586855668000000,629153792
FilePageCache.pageHits,1788586795540000000,1788586855668000000,0
FilePageCache.WAL.entriesFlushed,1788586795540000000,1788586855668000000,16
FilePageCache.disposedBuffers,1788586795540000000,1788586855668000000,688
FilePageCache.pageFastCacheHits,1788586795540000000,1788586855668000000,15229
MappedFileStorage.totalPagesMapped,1788586795540000000,1788586855668000000,17
StorageLockContext.competingThreads.max,1788586795540000000,1788586855668000000,0
FilePageCache.maxRegisteredFiles,1788586795540000000,1788586855668000000,1796
FilePageCache.totalBytesStored,1788586795540000000,1788586855668000000,801931
StreamlinedBlobStorage.recordsRelocated,1788586795540000000,1788586855668000000,0
FilePageCache.WAL.bytesQueued,1788586795540000000,1788586855668000000,850421
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1788586795540000000,1788586855668000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788586795540000000,1788586855668000000,40910848
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788586795540000000,1788586855668000000,3919047
FileChannelInterruptsRetryer.totalRetriedAttempts,1788586795540000000,1788586855668000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788586795540000000,1788586855668000000,9633569
DirectByteBufferAllocator.disposed,1788586795540000000,1788586855668000000,602
FilePageCache.pageLoads,1788586795540000000,1788586855668000000,632
MappedFileStorage.totalTimeSpentOnMappingUs,1788586795540000000,1788586855668000000,40363
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788586795540000000,1788586855668000000,26238976
FilePageCache.totalPageDisposalsUs,1788586795540000000,1788586855668000000,6975
DirectByteBufferAllocator.misses,1788586795540000000,1788586855668000000,630
FilePageCache.capacityInBytes,1788586795540000000,1788586855668000000,629145600
MappedFileStorage.totalBytesMapped,1788586795540000000,1788586855668000000,266600448
FilePageCache.WAL.entriesFlushedOnClose,1788586795540000000,1788586855668000000,0
DirectByteBufferAllocator.hits,1788586795540000000,1788586855668000000,86
StreamlinedBlobStorage.recordsDeleted,1788586795540000000,1788586855668000000,12
FilePageCache.WAL.entriesFlushedOnForce,1788586795540000000,1788586855668000000,0
FilePageCache.WAL.flushesForcedByOverflow,1788586795540000000,1788586855668000000,0
FilePageCache.totalPageLoadsUs,1788586795540000000,1788586855668000000,818032
FilePageCache.totalPageStoresUs,1788586795540000000,1788586855668000000,41269
FilePageCache.uncachedFileAccess,1788586795540000000,1788586855668000000,1944
FilePageCache.WAL.entriesFlushedOnRead,1788586795540000000,1788586855668000000,0
StorageLockContext.competingThreads.avg,1788586795540000000,1788586855668000000,0.0
StorageLockContext.competingThreads.90P,1788586795540000000,1788586855668000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1788586795540000000,1788586855668000000,84
FilePageCache.WAL.entriesFlushedOnTruncate,1788586795540000000,1788586855668000000,0
DirectByteBufferAllocator.reclaimed,1788586795540000000,1788586855668000000,127
StreamlinedBlobStorage.recordsAllocated,1788586795540000000,1788586855668000000,118513
compiler.ArtifactManagerBridge.commit.ms,1788586795540000000,1788586855668000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1788586795540000000,1788586855668000000,18
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1788586795540000000,1788586855668000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1788586795540000000,1788586855668000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1788586795540000000,1788586855668000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1788586795540000000,1788586855668000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1788586795540000000,1788586855668000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1788586795540000000,1788586855668000000,6
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1788586795540000000,1788586855668000000,0
cacheStateStorage.set.counter,1788586855668000000,1788586915595000000,0
cacheStateStorage.set.duration,1788586855668000000,1788586915595000000,0
cacheStateStorage.get.counter,1788586855668000000,1788586915595000000,6
cacheStateStorage.get.duration,1788586855668000000,1788586915595000000,2
JVM.maxThreadCount,1788586855668000000,1788586915595000000,152
JVM.newThreadsCount,1788586855668000000,1788586915595000000,14
JVM.maxHeapBytes,1788586855668000000,1788586915595000000,2147483648
OS.loadAverage,1788586855668000000,1788586915595000000,3.31103515625
JVM.threadCount,1788586855668000000,1788586915595000000,108
JVM.totalCpuTimeMs,1788586855668000000,1788586915595000000,36161
JVM.GC.collectionTimesMs,1788586855668000000,1788586915595000000,330
JVM.totalSafepointCount,1788586855668000000,1788586915595000000,9
JVM.totalDirectByteBuffersBytes,1788586855668000000,1788586915595000000,96753672
MEM.ramMinusFileMappingsBytes,1788586855668000000,1788586915595000000,591429632
JVM.committedHeapBytes,1788586855668000000,1788586915595000000,840957952
MEM.ramBytes,1788586855668000000,1788586915595000000,739377152
JVM.totalBytesAllocated,1788586855668000000,1788586915595000000,1145885304
JVM.totalTimeToSafepointsMs,1788586855668000000,1788586915595000000,4
JVM.usedHeapBytes,1788586855668000000,1788586915595000000,738960272
MEM.fileMappingsRamBytes,1788586855668000000,1788586915595000000,147931136
MEM.ramPlusSwapMinusFileMappingsBytes,1788586855668000000,1788586915595000000,1922872384
JVM.GC.collections,1788586855668000000,1788586915595000000,9
JVM.totalTimeAtSafepointsMs,1788586855668000000,1788586915595000000,330
JVM.usedNativeBytes,1788586855668000000,1788586915595000000,587509952
Indexes.allKeys.lookupDurationAvgMs,1788586855668000000,1788586915595000000,0.0
Indexing.cache.totalCacheEvicted,1788586855668000000,1788586915595000000,3716
Indexes.entries.lookupDuration90PMs,1788586855668000000,1788586915595000000,0.0
Indexes.stubs.lookupDurationMaxMs,1788586855668000000,1788586915595000000,0.0
Indexes.stubs.lookupDurationAvgMs,1788586855668000000,1788586915595000000,0.0
Indexes.stubs.lookupDuration90PMs,1788586855668000000,1788586915595000000,0.0
Indexes.entries.lookups,1788586855668000000,1788586915595000000,1225
Indexes.allKeys.lookupDurationMaxMs,1788586855668000000,1788586915595000000,0.0
Indexing.cache.totalCacheAccesses,1788586855668000000,1788586915595000000,17844
Indexing.totalTimeIndexersSleptMs,1788586855668000000,1788586915595000000,0
Indexes.entries.lookupDurationAvgMs,1788586855668000000,1788586915595000000,0.0
Indexing.writesQueuedMin,1788586855668000000,1788586915595000000,9223372036854775807
Indexing.writer_0.totalTimeSpentWritingMs,1788586855668000000,1788586915595000000,0
Indexing.writesQueuedMax,1788586855668000000,1788586915595000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1788586855668000000,1788586915595000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1788586855668000000,1788586915595000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1788586855668000000,1788586915595000000,0
Indexing.cache.totalCacheMisses,1788586855668000000,1788586915595000000,5615
Indexes.allKeys.lookupDuration90PMs,1788586855668000000,1788586915595000000,0.0
Indexes.stubs.lookups,1788586855668000000,1788586915595000000,6657
Indexes.allKeys.lookups,1788586855668000000,1788586915595000000,3
Indexes.entries.lookupDurationMaxMs,1788586855668000000,1788586915595000000,0.0
jps.global.initialize.library.bridges.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1788586855668000000,1788586915595000000,0
workspaceModel.do.save.caches.ms,1788586855668000000,1788586915595000000,0
jps.module.iml.entities.serializer.save.entities.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1788586855668000000,1788586915595000000,0
jps.library.entities.serializer.save.entities.ms,1788586855668000000,1788586915595000000,0
jps.library.entities.serializer.load.entities.ms,1788586855668000000,1788586915595000000,0
workspaceModel.orphan.listener.update.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1788586855668000000,1788586915595000000,0
workspaceModel.global.updates.count,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1788586855668000000,1788586915595000000,0
jps.facet.change.listener.before.change.events.ms,1788586855668000000,1788586915595000000,0
workspaceModel.load.cache.from.file.ms,1788586855668000000,1788586915595000000,0
jps.storage.jps.conf.reader.load.component.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.instances.count,1788586855668000000,1788586915595000000,0
workspaceModel.global.apply.state.to.project.ms,1788586855668000000,1788586915595000000,0
workspaceModel.load.cache.metadata.from.file.ms,1788586855668000000,1788586915595000000,0
jps.save.changed.project.entities.ms,1788586855668000000,1788586915595000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1788586855668000000,1788586915595000000,0
jps.global.get.library.by.name.ms,1788586855668000000,1788586915595000000,0
jps.facet.change.listener.init.bridge.ms,1788586855668000000,1788586915595000000,0
jps.app.storage.content.writer.save.component.ms,1788586855668000000,1788586915595000000,0
jps.app.storage.content.reader.load.component.ms,1788586855668000000,1788586915595000000,0
workspaceModel.sync.entities.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1788586855668000000,1788586915595000000,0
jps.load.project.to.empty.storage.ms,1788586855668000000,1788586915595000000,0
jps.facet.change.listener.process.change.events.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1788586855668000000,1788586915595000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1788586855668000000,1788586915595000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1788586855668000000,1788586915595000000,0
