# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.WAL.entriesFlushedOnForce,1788579817578000000,1788579846985000000,0
DirectByteBufferAllocator.misses,1788579817578000000,1788579846985000000,311
FilePageCache.WAL.entriesFlushedOnClose,1788579817578000000,1788579846985000000,0
FilePageCache.capacityInBytes,1788579817578000000,1788579846985000000,629145600
FilePageCache.WAL.entriesFlushed,1788579817578000000,1788579846985000000,256
FilePageCache.pageHits,1788579817578000000,1788579846985000000,0
FilePageCache.uncachedFileAccess,1788579817578000000,1788579846985000000,772
FilePageCache.WAL.flushesForcedByOverflow,1788579817578000000,1788579846985000000,0
workspaceModel.on.before.changed.ms,1788579817578000000,1788579846985000000,0
workspaceModel.loading.total.ms,1788579817578000000,1788579846985000000,38
workspaceModel.cachedValue.clear.count,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValue.from.cache.count,1788579817578000000,1788579846985000000,0
workspaceModel.init.bridges.ms,1788579817578000000,1788579846985000000,0
workspaceModel.updates.count,1788579817578000000,1788579846985000000,0
workspaceModel.on.changed.ms,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValue.total.get.count,1788579817578000000,1788579846985000000,2
workspaceModel.initializing.ms,1788579817578000000,1788579846985000000,0
workspaceModel.collect.changes.ms,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1788579817578000000,1788579846985000000,0
workspaceModel.replace.project.model.ms,1788579817578000000,1788579846985000000,0
workspaceModel.update.unloaded.entities.ms,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValue.calculated.count,1788579817578000000,1788579846985000000,2
workspaceModel.check.recursive.update.ms,1788579817578000000,1788579846985000000,0
workspaceModel.to.snapshot.ms,1788579817578000000,1788579846985000000,0
workspaceModel.loading.from.cache.ms,1788579817578000000,1788579846985000000,30
workspaceModel.pre.handlers.ms,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValueWithParameters.clear.count,1788579817578000000,1788579846985000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1788579817578000000,1788579846985000000,0
workspaceModel.updates.precise.ms,1788579817578000000,1788579846985000000,0
workspaceModel.full.replace.project.model.ms,1788579817578000000,1788579846985000000,0
workspaceModel.updates.ms,1788579817578000000,1788579846985000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1788579817578000000,1788579846985000000,3
FlushQueue.executionTime90PNs,1788579817578000000,1788579846985000000,831487
FlushQueue.queueSizeMax,1788579817578000000,1788579846985000000,21
FlushQueue.executionTimeAvgNs,1788579817578000000,1788579846985000000,3620037.976923077
AWTEventQueue.dispatchTimeMaxNs,1788579817578000000,1788579846985000000,1182793727
FlushQueue.waitingTime90PNs,1788579817578000000,1788579846985000000,81788927
FlushQueue.tasksExecuted,1788579817578000000,1788579846985000000,520
FlushQueue.waitingTimeAvgNs,1788579817578000000,1788579846985000000,3.496814821538462E7
WriteAction.executionsCount,1788579817578000000,1788579846985000000,1
FlushQueue.executionTimeMaxNs,1788579817578000000,1788579846985000000,1182793727
FlushQueue.waitingTimeMaxNs,1788579817578000000,1788579846985000000,1216348159
AWTEventQueue.eventsDispatched,1788579817578000000,1788579846985000000,1871
AWTEventQueue.dispatchTime90PNs,1788579817578000000,1788579846985000000,606207
AWTEventQueue.dispatchTimeTotalNS,1788579817578000000,1788579846985000000,3416642932
AWTEventQueue.dispatchTimeAvgNs,1788579817578000000,1788579846985000000,1827261.4815606629
FlushQueue.queueSize90P,1788579817578000000,1788579846985000000,11
ReadAction.executionsCount,1788579817578000000,1788579846985000000,155
FlushQueue.queueSizeAvg,1788579817578000000,1788579846985000000,3.4653846153846155
jps.global.get.library.by.name.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1788579817578000000,1788579846985000000,0
jps.global.get.libraries.ms,1788579817578000000,1788579846985000000,0
workspaceModel.global.updates.count,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1788579817578000000,1788579846985000000,0
jps.app.storage.content.reader.load.component.ms,1788579817578000000,1788579846985000000,3
jps.app.storage.content.writer.save.component.ms,1788579817578000000,1788579846985000000,4
workspaceModel.mutableEntityStorage.instances.count,1788579817578000000,1788579846985000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1788579817578000000,1788579846985000000,0
workspaceModel.global.updates.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1788579817578000000,1788579846985000000,0
jps.global.initialize.library.bridges.after.loading.ms,1788579817578000000,1788579846985000000,2
workspaceModel.mutableEntityStorage.collect.changes.ms,1788579817578000000,1788579846985000000,1
workspaceModel.do.save.caches.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.entities.ms,1788579817578000000,1788579846985000000,0
workspaceModel.save.cache.to.file.ms,1788579817578000000,1788579846985000000,0
jps.global.initialize.library.bridges.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1788579817578000000,1788579846985000000,1
jps.save.global.entities.ms,1788579817578000000,1788579846985000000,92
workspaceModel.mutableEntityStorage.entities.by.source.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1788579817578000000,1788579846985000000,0
workspaceModel.load.cache.metadata.from.file.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1788579817578000000,1788579846985000000,0
jps.load.initial.state.ms,1788579817578000000,1788579846985000000,60
jps.global.get.library.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1788579817578000000,1788579846985000000,0
jps.global.handle.changed.events.ms,1788579817578000000,1788579846985000000,0
workspaceModel.global.apply.state.to.project.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1788579817578000000,1788579846985000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1788579817578000000,1788579846985000000,0
jps.global.handle.before.change.events.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1788579817578000000,1788579846985000000,0
workspaceModel.sync.entities.ms,1788579817578000000,1788579846985000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1788579817578000000,1788579846985000000,0
jps.library.entities.serializer.load.entities.ms,1788579817578000000,1788579846985000000,1
jps.library.entities.serializer.save.entities.ms,1788579817578000000,1788579846985000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1788579817578000000,1788579846985000000,0
workspaceModel.load.cache.from.file.ms,1788579817578000000,1788579846985000000,0
